"img","x_pos","y_pos"
"../data/prado/Pintura/P002903.jpg",0.50986385,0.46281523
"../data/prado/Pintura/P002917.jpg",0.54830307,0.88096684
"../data/prado/Pintura/P000866.jpg",0.35285443,0.086946584
"../data/prado/Pintura/P006740.jpg",0.64461523,0.67269397
"../data/prado/Pintura/P000331.jpg",0.71345955,0.64703584
"../data/prado/Pintura/P006998.jpg",0.4106502,0.49356815
"../data/prado/Pintura/P005249.jpg",0.54115146,0.561133
"../data/prado/Pintura/P002526.jpg",0.49074534,0.44752204
"../data/prado/Pintura/P002240.jpg",0.23825245,0.541432
"../data/prado/Pintura/P000457.jpg",0.81835407,0.6971868
"../data/prado/Pintura/P001991.jpg",0.95088583,0.48939735
"../data/prado/Pintura/P007338.jpg",0.73094326,0.563224
"../data/prado/Pintura/P006026.jpg",0.70069546,0.4909754
"../data/prado/Pintura/P001749.jpg",0.5892488,0.6995629
"../data/prado/Pintura/P000443.jpg",0.3492184,0.3375167
"../data/prado/Pintura/P006032.jpg",0.64735985,0.8473238
"../data/prado/Pintura/P002254.jpg",0.87192726,0.6461568
"../data/prado/Pintura/P004625.jpg",0.6704791,0.41901946
"../data/prado/Pintura/P004143.jpg",0.5691864,0.7094019
"../data/prado/Pintura/P002532.jpg",0.56178665,0.33598486
"../data/prado/Pintura/P006754.jpg",0.808923,0.5760567
"../data/prado/Pintura/P000325.jpg",0.26482356,0.72825485
"../data/prado/Pintura/P005275.jpg",0.5699014,0.5111808
"../data/prado/Pintura/P007462.jpg",0.6458083,0.9654982
"../data/prado/Pintura/P008037.jpg",0.76976204,0.37739888
"../data/prado/Pintura/P001775.jpg",0.8913905,0.46379104
"../data/prado/Pintura/P005513.jpg",0.23545997,0.732431
"../data/prado/Pintura/P003162.jpg",0.24240698,0.6404105
"../data/prado/Pintura/P002268.jpg",0.58055043,0.5764389
"../data/prado/Pintura/P004619.jpg",0.7540515,0.38147762
"../data/prado/Pintura/P003176.jpg",0.48861277,0.8276317
"../data/prado/Pintura/P008023.jpg",0.69374746,0.35705698
"../data/prado/Pintura/P001761.jpg",0.6824278,0.7322516
"../data/prado/Pintura/P001007.jpg",0.43872353,0.7185035
"../data/prado/Pintura/P006768.jpg",0.6354012,0.8964068
"../data/prado/Pintura/P007476.jpg",0.8774387,0.58995444
"../data/prado/Pintura/P000319.jpg",0.3822813,0.7508196
"../data/prado/Pintura/P005261.jpg",0.6059331,0.50787604
"../data/prado/Pintura/P003823.jpg",0.532635,0.6663878
"../data/prado/Pintura/P004194.jpg",0.35571346,0.08152304
"../data/prado/Pintura/P006783.jpg",0.6730809,0.52298725
"../data/prado/Pintura/P000494.jpg",0.6395048,0.524953
"../data/prado/Pintura/P001952.jpg",0.66948116,0.31580645
"../data/prado/Pintura/P002283.jpg",0.70753515,0.405543
"../data/prado/Pintura/P003189.jpg",0.43418914,0.4747715
"../data/prado/Pintura/P002297.jpg",0.27199194,0.6636744
"../data/prado/Pintura/P000480.jpg",0.42513826,0.458977
"../data/prado/Pintura/P001946.jpg",0.3082034,0.4188607
"../data/prado/Pintura/P006797.jpg",0.5121336,0.8434784
"../data/prado/Pintura/P004180.jpg",0.88092405,0.66657054
"../data/prado/Pintura/P004816.jpg",0.8583779,0.7907983
"../data/prado/Pintura/P006973.jpg",0.8317051,0.72056335
"../data/prado/Pintura/P006965.jpg",0.78370136,0.73548764
"../data/prado/Pintura/P006971.jpg",0.64902455,0.43234247
"../data/prado/Pintura/P004800.jpg",0.47288516,0.5732934
"../data/prado/Pintura/P001978.jpg",0.23260298,0.39950213
"../data/prado/Pintura/P004828.jpg",0.7484426,0.79587734
"../data/prado/Pintura/P002281.jpg",0.31495693,0.45241645
"../data/prado/Pintura/P001950.jpg",0.43104574,0.2863147
"../data/prado/Pintura/P001788.jpg",0.67410415,0.64404064
"../data/prado/Pintura/P006781.jpg",0.46525908,0.58339053
"../data/prado/Pintura/P004196.jpg",0.38239738,0.091497295
"../data/prado/Pintura/P003821.jpg",0.7957351,0.63543504
"../data/prado/Pintura/P006795.jpg",0.7585907,0.5205976
"../data/prado/Pintura/P001944.jpg",0.7583426,0.24015553
"../data/prado/Pintura/P000482.jpg",0.39053026,0.63011557
"../data/prado/Pintura/P006018.jpg",0.66751873,0.89499044
"../data/prado/Pintura/P007306.jpg",0.47372803,0.3295248
"../data/prado/Pintura/P008035.jpg",0.84131634,0.6494202
"../data/prado/Pintura/P000469.jpg",0.2964642,0.74611783
"../data/prado/Pintura/P007460.jpg",0.21481833,0.6270806
"../data/prado/Pintura/P002518.jpg",0.23904234,0.28428233
"../data/prado/Pintura/P005277.jpg",0.41182864,0.74451035
"../data/prado/Pintura/P004169.jpg",0.46621087,0.23178272
"../data/prado/Pintura/P005263.jpg",0.6270435,0.6136553
"../data/prado/Pintura/P003612.jpg",0.63172024,0.19896746
"../data/prado/Pintura/P007474.jpg",0.34230372,0.29131866
